293282.8125	-802111.5625	-766766.8125
284844.25	-814579.875	-749967.1875
276068.125	-826706.8125	-732834.1875
266959.5625	-838484.625	-715385.5625
257524.0625	-849901.625	-697629.75
247766.5	-860935.25	-679572.3125
237690.8125	-871562.1875	-661215.625
227304	-881780.0625	-642578.5
216613.1875	-891577.0625	-623673.0625
205624.4375	-900941.9375	-604507.4375
194343.875	-909849.0625	-585084.0625
182779.625	-918285.3125	-565419.25
170939.9375	-926248.75	-545529.6875
158833	-933725.5625	-525424.875
146464.4375	-940704	-505110.4375
133844.875	-947163.3125	-484598.625
120983.625	-953097.8125	-463908.75
107891.5	-958499.4375	-443053.8125
94573.625	-963361	-422041.9375
81039.375	-967668.625	-400882.4375
67302.1875	-971410.125	-379595.25
53373.625	-974580.6875	-358197.4375
39261.6875	-977171.8125	-336698.5
24972.0625	-979179.3125	-315107.5
10519	-980595.5	-293443.4375
-4082.0625	-981410.6875	-271725.625
-18822.1875	-981620.1875	-249965.8125
-33694.3125	-981218.3125	-228174.5625
-48688.3125	-980207.125	-206368.1875
-63788.3125	-978583.1875	-184566.9375
-78978.625	-976334.1875	-162786.1875
-94254.5625	-973462.3125	-141037.1875
-109604	-969964.5625	-119334.875
-125016.25	-965851.8125	-97699.25
-140475.8125	-961115.9375	-76146.375
-155969.125	-955749.8125	-54690.25
-171486.4375	-949758.0625	-33345.75
-187018.125	-943149.875	-12130.6875
-202554.1875	-935934.1875	8937.4375
-218075.75	-928101.125	29843.875
-233570.9375	-919649.6875	50574.125
-249030.625	-910593.1875	71111.3125
-264445.125	-900946.625	91436.875
-279803.1875	-890712.1875	111537.125
-295086.0625	-879884.25	131396.875
-310282.25	-868472.9375	151000.375
-325382.75	-856495.75	170330.125
-340380.6875	-843965.1875	189371.8125
-355260.1875	-830885	208110.9375
-370004.4375	-817255	226533.0625
-384604.5625	-803097.125	244621.6875
-399049.375	-788423.0625	262362.6875
-413334.75	-773249.75	279742.625
-427442.9375	-757580.6875	296748.25
-441356.125	-741427.9375	313364.75
-455069.6875	-724811.8125	329578.625
-468572.9375	-707746	345377.75
-481859.5	-690247.25	360750.1875
-494912.625	-672328	375683.125
