611270.6875	776588.9375	30253.6875
602792.25	788493.9375	61582.5625
593606.25	800444.4375	92899.375
583720.375	812457.375	124182.375
573142.4375	824546.75	155414.25
561882.9375	836717.25	186568.6875
549953.25	848974.1875	217618.8125
537363.5625	861334.5625	248544.625
524125.1875	873809.4375	279326.9375
510251.4375	886402.25	309938.9375
495756.25	899116.125	340352.1875
480651.5625	911966.4375	370548.125
464952.3125	924960.3125	400504.125
448674.125	938099.9375	430193.8125
431831.4375	951385.5625	459589.1875
414439.5	964829.625	488669.875
396515.1875	978435.125	517411.5625
378075.5	992202.3125	545788.5625
359135.25	1006128.75	573773.5
339713.1875	1020222.125	601342.6875
319827.3125	1034480.75	628471.3125
299493.8125	1048904.0625	655135.625
278730.375	1063486.8125	681306.8125
257556.4375	1078228.1875	706959.6875
235990.4375	1093123.9375	732069.1875
214048.4375	1108172.125	756612.8125
191750.9375	1123363.8125	780560.75
169117.25	1138690.25	803886.625
146164	1154143.9375	826566.6875
122910.3125	1169722.8125	848577.875
99376	1185410.4375	869891.0625
75579.8125	1201192.3125	890479.3125
51538.625	1217060.875	910320.125
27272.875	1233007.5625	929389.875
2801.75	1249012.0625	947660.875
-21858.0625	1265055.4375	965107.0625
-46687.1875	1281128.375	981706.3125
-71666.5	1297214.8125	997435.5625
-96777.9375	1313292.125	1012269.4375
-122004.3125	1329340.1875	1026182.875
-147326.25	1345342.4375	1039154.6875
-172725.4375	1361278.3125	1051163.125
-198185.25	1377126.25	1062185.8125
-223687.1875	1392860.5625	1072199.0625
-249213	1408459.6875	1081183.4375
-274745.75	1423900.5	1089119.5
-300268.375	1439162.5625	1095988.0625
-325762.9375	1454213.1875	1101767.75
-351212	1469027.125	1106441.75
-376599.0625	1483583.0625	1109993.25
-401907.375	1497856.3125	1112406.875
-427119.75	1511811.25	1113665
-452218.0625	1525421.9375	1113753.4375
-477188	1538665.5	1112659.0625
-502011.6875	1551515.6875	1110370.8125
-526675	1563933.4375	1106875.625
-551157.8125	1575894.1875	1102163
-575445.25	1587375	1096224.0625
-599521.6875	1598346.9375	1089052.375
-623371.875	1608773	1080640.375
-646978.5	1618625.6875	1070981.8125
-670324.6875	1627883.4375	1060072.9375
-693395.1875	1636517.625	1047912.4375
-716174.5625	1644493.6875	1034498.9375
-738648.1875	1651782.0625	1019831
-760796.6875	1658363.5	1003910.875
-782605.375	1664210.5	986742.4375
-804058.625	1669291.875	968331.125
-825144.0625	1673577.5	948681
-845840.25	1677050.5625	927800.5625
-866132.125	1679685.875	905699.9375
-886004.5625	1681456.5	882390.9375
-905447.0625	1682333.3125	857884
-924436.0625	1682301.9375	832194.1875
-942956.0625	1681340.75	805338.25
-960992.6875	1679427.75	777334.125
-978536.6875	1676536.375	748199.25
-995563.125	1672654.5625	717955.375
-1012055.4375	1667765.5	686626.25
-1028000.6875	1661852.375	654235.5
-1043390	1654892.625	620808
-1058197.9375	1646876.9375	586372.3125
-1072406.75	1637793.875	550958.625
-1086005.25	1627632.1875	514596.4375
-1098984.0625	1616374.5625	477317.875
-1111318.625	1604014.6875	439158.0625
-1122989.9375	1590546.9375	400153.875
-1133988.375	1575965.8125	360339.625
-1144304.1875	1560260.1875	319754.625
-1153914.125	1543427.125	278440.5
-1162798.5	1525467.3125	236439.8125
-1170949.5625	1506380.4375	193791.625
-1178356.75	1486162.6875	150541.625
-1184998.625	1464814.625	106737.6875
-1190855.875	1442343.375	62426.6875
-1195922.625	1418753.6875	17652.4375
-1200187.4375	1394049.3125	-27534
-1203631.5625	1368234.75	-73079.1875
-1206236.9375	1341323	-118933.0625
-1207999	1313324.125	-165047.5625
-1208906.25	1284248.875	-211367.5
-1208943	1254106.75	-257834.875
-1208093.75	1222915.25	-304397.4375
-1206354.5	1190690.125	-351003.3125
-1203715.125	1157448.5625	-397595.125
-1200163.3125	1123205.1875	-444111.3125
-1195687	1087981.3125	-490498.625
-1190283.375	1051798.25	-536701.875
-1183942.6875	1014678.625	-582663.25
-1176655.0625	976642.5	-628319.4375
-1168418.625	937714.3125	-673616.75
-1159227.0625	897920.1875	-718498.1875
-1149074.125	857287.625	-762906.4375
-1137954.875	815841.25	-806779.25
-1125870.8125	773608.875	-850062.4375
-1112818.0625	730620.5625	-892699.0625
